KIC	T1	e_T1	T2	e_T2	R1/D	e_R1/D	R2/R1	e_R2/R1	T2/T1	Qual	Src	KIS	T1j	T2j	R2/R1j	T1k1	T2k1	R2/R1k1	Simbad	_RA	_DE
 9788457	10107	 1313	 6148	 1454	 1.70e-11	 2.67e-12	 1.295	 0.366	 0.706	00001	1100	1	 9614	 8518	 0.672	12145	 5819	 1.340	Simbad	298.198670	+46.529911
 9790355	 5854	  490	 5681	  787	 2.51e-11	 4.09e-12	 0.886	 0.354	 0.700	00010	1000	0	 5854	 5681	 0.886	     	     	      	Simbad	298.741940	+46.577290
 9790965	 6604	  394	 5733	 1057	 3.25e-11	 5.05e-12	 0.735	 0.357	 0.772	00000	1000	0	 6604	 5733	 0.735	     	     	      	Simbad	298.911620	+46.586578
 9813678	 5185	  638	 5101	 1078	 1.42e-11	 2.36e-12	 0.809	 0.300	 0.700	00010	0100	1	 5271	 5258	 0.771	 5185	 5101	 0.809	Simbad	282.509000	+46.634441
 9818381	 6082	  357	 6139	  576	 2.61e-11	 2.72e-12	 0.676	 0.246	 1.006	00000	1100	1	 6089	 6139	 0.776	 6076	 6138	 0.617	Simbad	285.240840	+46.668251
 9818732	 6711	  389	 6386	  680	 1.76e-11	 2.12e-12	 0.676	 0.233	 0.944	00000	1100	1	 6729	 6344	 0.800	 6661	 6515	 0.612	Simbad	285.472780	+46.698730
 9821078	 4386	  354	 3667	  544	 4.96e-11	 3.96e-12	 1.235	 0.191	 0.765	00000	1100	1	 4378	 3661	 1.165	 4604	 3672	 1.464	Simbad	286.819270	+46.664780
 9821923	 5886	  389	 5818	  666	 2.43e-11	 3.47e-12	 0.781	 0.316	 0.990	00000	0100	1	 5969	 5942	 0.695	 5886	 5818	 0.781	Simbad	287.345000	+46.637241
 9827122	 7264	  385	 7501	 1676	 6.12e-11	 5.39e-12	 0.457	 0.271	 0.922	11000	1000	1	 7264	 7501	 0.457	 7601	 7041	 0.770	Simbad	290.167270	+46.616596
 9827149	 5669	  367	 6030	  856	 1.54e-11	 2.31e-12	 0.588	 0.300	 0.700	00010	1100	1	 5613	 6755	 0.485	 5752	 5785	 0.710	Simbad	290.176180	+46.698341
 9832227	 5912	  360	 5930	  560	 4.99e-11	 5.03e-12	 0.844	 0.259	 1.004	00000	1100	1	 5933	 5978	 0.748	 5883	 5906	 0.950	Simbad	292.316440	+46.622189
 9833618	 6750	  367	 4574	  614	 2.86e-11	 2.16e-12	 0.799	 0.193	 0.723	00000	1100	1	 6745	 4434	 0.796	 6760	 4731	 0.806	Simbad	292.966340	+46.662819
 9833806	 5008	  351	 4871	  550	 5.59e-11	 3.93e-12	 0.542	 0.227	 0.949	00000	1100	1	 5003	 4860	 0.444	 5036	 4882	 0.688	Simbad	293.048740	+46.616562
 9834719	 6152	  358	 5922	  567	 2.66e-11	 2.26e-12	 0.758	 0.199	 0.954	00000	1111	3	 6096	 5862	 0.764	 6187	 5907	 0.847	Simbad	293.426360	+46.687920
 9835416	 6827	  371	11335	  772	 3.28e-11	 1.68e-12	 0.260	 0.155	 0.700	00010	1100	1	 6798	11917	 0.251	 7370	 7070	 0.688	Simbad	293.696500	+46.620510
 9837083	 4269	  445	 3888	  610	 1.90e-11	 2.86e-12	 0.940	 0.311	 0.902	11000	1000	1	 4269	 3888	 0.940	 4245	 3964	 0.811	Simbad	294.319430	+46.619598
 9837544	 4998	  351	 5012	  566	 2.46e-11	 2.35e-12	 0.494	 0.236	 1.010	00000	1100	1	 4988	 4980	 0.447	 5026	 5043	 0.543	Simbad	294.486390	+46.676151
 9837578	 5902	  365	 4913	  620	 1.33e-11	 1.96e-12	 0.892	 0.223	 0.912	00000	1100	1	 5924	 4594	 0.918	 5834	 5273	 0.848	Simbad	294.496980	+46.689758
 9837586	 5348	  973	 4971	 1129	 7.63e-12	 2.28e-12	 0.771	 0.322	 0.897	11000	1000	0	 5348	 4971	 0.771	     	     	      	Simbad	294.498140	+46.691032
 9838047	 5851	  354	 5740	  548	 3.19e-11	 2.85e-12	 0.805	 0.221	 0.975	00000	1110	2	 5788	 5652	 0.691	 5891	 5764	 0.819	Simbad	294.660460	+46.690750
 9838060	 5486	  351	 3608	  543	 1.57e-11	 1.66e-12	 0.310	 0.171	 0.550	00000	1110	2	 5461	 3606	 0.340	 5504	 3610	 0.295	Simbad	294.665920	+46.665852
 9838975	 5060	  396	 4929	  740	 1.45e-11	 1.95e-12	 0.701	 0.226	 0.700	00010	1100	1	 4705	 6601	 0.487	 5356	 4450	 0.794	Simbad	295.033540	+46.600151
 9839062	 6836	  363	 4039	  596	 1.34e-11	 1.82e-12	 0.879	 0.191	 0.487	00000	1100	1	 6839	 4007	 0.914	 6826	 4132	 0.801	Simbad	295.065920	+46.686432
 9839081	 5754	  418	 6082	  873	 2.10e-11	 2.43e-12	 0.652	 0.244	 0.700	00010	1100	1	 5635	 6368	 0.695	 5809	 5690	 0.606	Simbad	295.071140	+46.687820
 9840412	 7018	  361	 3568	  544	 4.13e-11	 3.92e-12	 0.967	 0.193	 0.965	00100	1000	1	 7018	 3568	 0.967	 6894	 6524	 0.682	Simbad	295.543730	+46.619610
 9842890	 5709	  362	 5798	  645	 1.43e-11	 1.91e-12	 0.584	 0.225	 0.700	00010	1110	2	 5592	 6758	 0.383	 5811	 5756	 0.779	Simbad	296.438140	+46.615360
 9842906	 6566	  501	 5758	 1062	 1.33e-11	 2.08e-12	 0.774	 0.264	 0.700	00010	0110	2	 6669	 5758	 0.590	 6629	 5711	 0.759	Simbad	296.441800	+46.616711
 9843451	 7048	  362	 6953	  608	 1.06e-11	 1.77e-12	 0.777	 0.203	 0.977	00000	1111	3	 6966	 6784	 0.731	 7122	 6952	 0.744	Simbad	296.627170	+46.622910
 9847239	 6185	  396	 5746	  725	 1.79e-11	 2.11e-12	 0.738	 0.224	 0.700	00010	1110	2	 6354	 5109	 0.767	 6122	 5992	 0.693	Simbad	297.741120	+46.660488
 9848190	10446	  452	 9973	 1119	 4.35e-11	 4.34e-12	 0.573	 0.276	 0.947	10000	1000	1	10446	 9973	 0.573	12307	12505	 0.684	Simbad	297.990420	+46.610359
 9850387	 7617	  379	 6708	  610	 2.37e-11	 2.56e-12	 0.780	 0.241	 0.859	00000	1110	2	 7500	 6693	 0.885	 7649	 6765	 0.776	Simbad	298.592380	+46.690529
 9851943	 4959	  361	 4798	  621	 2.31e-11	 2.63e-12	 0.654	 0.260	 0.700	00010	1100	1	 4925	 4707	 0.635	 4981	 4869	 0.679	Simbad	299.040440	+46.670368
 9851944	 6549	  409	 6256	  638	 7.43e-11	 1.07e-11	 0.892	 0.342	 0.974	00000	1000	1	 6549	 6256	 0.892	 5946	 5975	 0.767	Simbad	299.040560	+46.661160
 9873869	 6313	  355	 3666	  549	 4.42e-11	 2.01e-12	 0.665	 0.182	 0.576	00000	1100	1	 6291	 3648	 0.679	 6371	 3714	 0.633	Simbad	282.699770	+46.717018
 9880467	 3771	  353	 3894	  540	 1.93e-11	 2.26e-12	 0.741	 0.151	 0.700	11011	1111	3	 3865	 3911	 0.724	 3778	 3864	 0.760	Simbad	286.656040	+46.783543
 9881258	 6110	  360	 5991	  556	 3.29e-11	 2.73e-12	 0.874	 0.208	 0.987	00000	1110	2	 5995	 5923	 0.983	 6170	 6107	 0.589	Simbad	287.125610	+46.733479
 9882280	 5739	  376	 4992	  588	 2.23e-11	 2.65e-12	 1.067	 0.237	 1.001	00100	1100	1	 6102	 4701	 1.272	 5626	 5543	 0.729	Simbad	287.722990	+46.796188
 9886224	 4944	  364	 4306	  582	 1.40e-11	 1.90e-12	 1.096	 0.200	 0.700	00010	1110	2	 5418	 3999	 1.422	 4843	 4659	 0.796	Simbad	289.856900	+46.789928
 9886255	 4958	  376	 4693	  746	 1.89e-11	 2.72e-12	 0.601	 0.314	 0.700	00010	0100	2	 4693	 4528	 0.781	 4958	 4693	 0.601	Simbad	289.869630	+46.729710
 9892471	 5712	  361	 5140	  817	 1.47e-11	 2.18e-12	 0.576	 0.284	 0.531	00000	1100	1	 5712	 5215	 0.624	 5711	 5040	 0.536	Simbad	292.531250	+46.728699
 9892651	 3672	  351	 3709	  542	 3.66e-11	 2.88e-12	 0.715	 0.211	 1.011	00000	1110	2	 3650	 3685	 0.732	 3691	 3731	 0.711	Simbad	292.605900	+46.790260
 9895004	 6153	  397	 4433	  720	 4.59e-11	 3.74e-12	 0.944	 0.194	 0.700	00010	1100	1	 6176	 4272	 1.023	 5478	 5063	 0.835	Simbad	293.576290	+46.775471
 9895709	 6060	  410	 5933	  771	 1.62e-11	 1.99e-12	 0.710	 0.217	 0.700	00010	1110	2	 5986	 6110	 0.733	 6252	 5388	 0.798	Simbad	293.872650	+46.714951
 9896435	 4366	  356	 3692	  552	 1.60e-11	 1.86e-12	 0.833	 0.200	 0.722	11000	1110	2	 4178	 3892	 0.811	 4389	 3650	 0.912	Simbad	294.125760	+46.797779
 9898364	 9640	  367	 3532	  540	 1.89e-11	 1.84e-12	 2.227	 0.151	 0.700	00010	1100	1	 9642	 3531	 2.229	 9120	 7396	 1.415	Simbad	294.830320	+46.734348
 9898401	 8011	  362	 8130	  555	 4.12e-11	 3.73e-12	 0.757	 0.235	 1.000	00000	1100	1	 7717	 7838	 0.724	 8165	 8165	 0.774	Simbad	294.844820	+46.704170
 9899216	 7967	  486	 8236	 1638	 7.29e-11	 6.49e-12	 0.529	 0.270	 0.700	11010	1000	1	 7967	 8236	 0.529	 8715	 7889	 1.040	Simbad	295.161650	+46.750637
 9899416	11056	  603	 6278	 1228	 7.89e-11	 8.06e-12	 0.893	 0.262	 0.728	00000	1000	1	11056	 6278	 0.893	 9364	 6835	 0.929	Simbad	295.228090	+46.784889
 9904059	 4940	  391	 4721	  761	 5.57e-11	 6.75e-12	 0.639	 0.321	 0.700	00010	0100	1	 4694	 4708	 0.694	 4940	 4721	 0.639	Simbad	296.817720	+46.781509
 9906590	 6602	  366	 6575	  662	 4.46e-11	 4.51e-12	 0.729	 0.260	 0.984	00000	1010	2	 6549	 6101	 0.732	 6858	 6600	 0.731	Simbad	297.549620	+46.782799
 9907505	 5990	  352	 3898	  592	 1.66e-11	 1.70e-12	 0.528	 0.176	 0.529	00000	1110	2	 5974	 3822	 0.582	 6063	 4025	 0.501	Simbad	297.817930	+46.764210
 9909497	 6216	  404	 6305	  681	 1.23e-11	 1.92e-12	 0.712	 0.236	 0.994	00000	1100	1	 6189	 6197	 0.777	 6229	 6435	 0.646	Simbad	298.422180	+46.750881
 9909735	 5838	  367	 6061	  755	 3.91e-11	 3.59e-12	 0.619	 0.248	 0.700	00010	1100	1	 5784	 6139	 0.611	 5917	 6008	 0.625	Simbad	298.482820	+46.793621
 9911112	10641	  529	 7331	  812	 9.02e-12	 1.77e-12	 0.926	 0.210	 0.700	00010	1100	1	11157	 7301	 1.128	10103	 7818	 0.634	Simbad	298.871280	+46.751980
 9912977	 5609	  351	 3732	  541	 3.90e-11	 1.90e-12	 1.318	 0.169	 0.993	11100	1100	1	 5651	 3548	 1.392	 5554	 5514	 0.563	Simbad	299.426850	+46.700150
 9913481	 7846	  385	 7331	  648	 7.18e-11	 9.85e-12	 0.783	 0.340	 0.914	00000	1000	0	 7846	 7331	 0.783	     	     	      	Simbad	299.586550	+46.765541
 9934052	 6212	  352	 3848	  543	 2.77e-11	 2.05e-12	 0.926	 0.166	 0.997	00000	1111	3	 6245	 3568	 0.970	 6120	 6080	 0.741	Simbad	282.430570	+46.807098
 9934208	 4426	  351	 3690	  558	 2.84e-11	 1.95e-12	 0.625	 0.179	 0.511	00000	1110	2	 4395	 3701	 0.502	 4452	 3652	 0.689	Simbad	282.542080	+46.856628
 9935245	 5891	  361	 3853	  601	 1.23e-11	 1.86e-12	 1.072	 0.180	 0.846	00000	1100	1	 5902	 3759	 1.138	 5376	 4931	 0.849	Simbad	283.212980	+46.834991
 9935311	 4892	  355	 3672	  549	 3.26e-11	 2.43e-12	 1.272	 0.173	 0.950	00000	1100	1	 5061	 4027	 1.161	 4807	 3621	 1.305	Simbad	283.245790	+46.851059
 9936698	 6606	  412	 6403	 1201	 2.55e-11	 2.25e-12	 0.476	 0.246	 0.700	00010	1100	1	 6565	 8001	 0.358	 6693	 6249	 0.677	Simbad	284.067320	+46.809582
 9940565	 4600	  606	 5282	  715	 3.86e-11	 5.44e-12	 0.487	 0.245	 0.953	00001	1100	1	 3994	 5581	 0.465	 4983	 4642	 0.854	Simbad	286.256440	+46.892670
 9941387	 5309	  351	 4038	  694	 2.84e-11	 1.87e-12	 0.299	 0.190	 0.257	00000	1100	1	 5289	 4035	 0.293	 5335	 4040	 0.302	Simbad	286.816440	+46.884369
 9944201	 5223	  379	 4432	  592	 2.16e-11	 2.70e-12	 1.092	 0.249	 0.720	00000	1100	1	 5303	 4504	 1.333	 4953	 4110	 0.705	Simbad	288.490910	+46.804989
 9944421	 5532	  354	 4520	  722	 2.11e-11	 1.99e-12	 0.461	 0.208	 0.602	00000	0111	3	 8560	 3566	 5.611	 5550	 4488	 0.547	Simbad	288.619200	+46.802971
 9944907	 6810	  428	 5516	  789	 2.96e-11	 2.39e-12	 0.733	 0.202	 0.848	11000	1110	2	 6807	 4671	 0.667	 6648	 5990	 0.843	Simbad	288.883610	+46.869762
 9945280	 5929	  353	 5335	  545	 3.04e-11	 2.23e-12	 0.767	 0.187	 0.901	00000	1111	3	 5976	 5336	 0.886	 5881	 5308	 0.667	Simbad	289.097440	+46.811081
 9947924	 6090	  360	 6011	  583	 3.19e-11	 2.93e-12	 0.658	 0.233	 0.974	00000	1100	1	 6142	 6089	 0.642	 6044	 5934	 0.682	Simbad	290.390780	+46.811909
 9948002	 6329	  380	 5948	  670	 2.17e-11	 2.46e-12	 0.690	 0.247	 0.906	00000	1100	1	 6305	 5898	 0.743	 6371	 6035	 0.644	Simbad	290.425290	+46.889938
 9948201	 5761	  675	 5270	  951	 2.21e-11	 2.68e-12	 0.794	 0.269	 0.936	00000	1000	1	 5761	 5270	 0.794	 5853	 5520	 0.839	Simbad	290.499050	+46.884972
 9953894	 7117	  414	 9891	  879	 7.16e-11	 3.57e-12	 0.477	 0.196	 1.003	00000	1000	1	 7117	 9891	 0.477	 7573	 7585	 0.797	Simbad	292.921720	+46.812111
 9955262	 6810	  464	 6428	 1117	 1.11e-10	 1.94e-11	 0.821	 0.413	 0.700	00010	1000	2	 6810	 6428	 0.821	 6860	 6367	 0.738	Simbad	293.541990	+46.822140
 9956124	 7033	  382	 6354	  799	 3.04e-11	 1.11e-09	 0.969	 0.227	 0.945	00001	1100	1	 7026	 5756	 1.145	 7334	 6935	 0.805	Simbad	293.895020	+46.842690
 9957351	 4973	  354	 3888	  557	 1.18e-11	 1.75e-12	 0.872	 0.195	 0.775	00000	1110	2	 5268	 3921	 1.307	 4949	 3890	 0.692	Simbad	294.354100	+46.840851
 9957411	 6262	  393	 6226	  567	 1.48e-11	 1.94e-12	 0.755	 0.194	 0.983	00001	1100	1	 6167	 6061	 0.607	 6525	 6409	 0.853	Simbad	294.378390	+46.820511
 9957659	 6464	  437	 5568	  605	 1.01e-11	 1.79e-12	 1.391	 0.191	 0.700	00010	1110	2	 7226	 5463	 1.700	 6296	 6031	 0.788	Simbad	294.476010	+46.861660
 9957668	 6231	  421	 5879	  801	 4.75e-11	 3.49e-12	 0.712	 0.212	 0.700	00010	1110	2	 5921	 5627	 0.952	 6283	 6048	 0.766	Simbad	294.478300	+46.863811
 9962595	 5268	  360	 5249	  671	 2.67e-11	 3.13e-12	 0.666	 0.283	 0.700	00010	1100	1	 5213	 5338	 0.573	 5306	 5242	 0.794	Simbad	296.327940	+46.839630
 9963009	 5435	  433	 7767	 1700	 2.99e-11	 3.12e-12	 0.207	 0.245	 0.717	00001	1100	1	 5310	 8211	 0.205	 5821	 4987	 0.591	Simbad	296.468200	+46.851780
 9963461	 6882	  365	 3778	  568	 2.47e-11	 2.34e-12	 0.890	 0.193	 0.700	11010	1110	2	 6906	 3654	 0.957	 6498	 6365	 0.751	Simbad	296.629790	+46.880203
 9965206	 5180	  354	 5063	  561	 1.58e-11	 1.93e-12	 0.660	 0.211	 0.956	00000	1100	1	 5142	 5013	 0.626	 5215	 5096	 0.727	Simbad	297.190370	+46.826481
 9965691	 6716	  360	 4171	  633	 3.59e-11	 2.00e-12	 0.733	 0.181	 0.700	00010	1110	2	 6728	 3824	 0.803	 6512	 6472	 0.724	Simbad	297.326810	+46.845211
 9966115	 6506	  370	 4107	  750	 4.35e-11	 2.91e-12	 0.770	 0.247	 0.446	00000	0011	3	 6602	 4046	 0.727	 6539	 4039	 0.795	Simbad	297.447940	+46.884319
 9967884	 5673	  488	 5809	  903	 2.17e-11	 2.83e-12	 0.736	 0.258	 0.700	00010	0110	2	 4589	 6844	 0.379	 5703	 5634	 0.734	Simbad	297.974240	+46.804562
 9970396	 5018	  355	 4223	  566	 1.36e-10	 9.01e-12	 0.940	 0.207	 0.802	00000	1100	1	 5111	 4262	 1.177	 4941	 4088	 0.577	Simbad	298.709810	+46.833031
 9970937	 9159	  351	 8435	  541	 9.10e-11	 3.81e-12	 0.816	 0.173	 0.920	00001	1100	1	 9188	 8472	 0.905	 9134	 8400	 0.733	Simbad	298.854000	+46.826939
 9971475	 6250	  364	 4430	  590	 4.09e-11	 2.87e-12	 1.011	 0.178	 0.773	00000	1100	1	 6204	 3903	 1.018	 6384	 4877	 0.969	Simbad	298.994420	+46.812408
 9972385	 6179	  589	 5982	 1002	 6.87e-11	 9.22e-12	 0.844	 0.321	 0.700	00010	1000	1	 6179	 5982	 0.844	 6313	 5766	 0.666	Simbad	299.282290	+46.898811
 9991887	 5469	  354	 5173	  554	 1.87e-11	 2.07e-12	 0.698	 0.217	 0.945	00000	1110	2	 5517	 5226	 0.761	 5461	 5156	 0.679	Simbad	281.376190	+46.987591
 9994475	 6086	  378	 6107	  649	 2.19e-11	 3.09e-12	 0.699	 0.315	 0.992	00100	0100	1	 5669	 5591	 0.786	 6086	 6107	 0.699	Simbad	282.998570	+46.930721
 9995660	 5776	  354	 3635	  542	 1.91e-11	 2.05e-12	 1.105	 0.173	 1.018	00000	1110	2	 5788	 3548	 1.159	 5528	 5541	 0.860	Simbad	283.730350	+46.911709
 9995981	 5586	  358	 5121	  564	 1.46e-11	 1.86e-12	 0.947	 0.194	 0.986	00000	1110	2	 6001	 4494	 1.141	 5627	 5501	 0.688	Simbad	283.918790	+46.982609
10000490	 6558	 1669	 6921	 1529	 6.24e-11	 8.72e-12	 0.776	 0.388	 0.713	11000	1000	2	 6558	 6921	 0.776	 7763	 6180	 0.718	Simbad	286.556000	+46.957340
10001167	 4976	  353	 3909	  586	 2.86e-10	 1.58e-11	 0.613	 0.209	 0.776	00000	1000	1	 4976	 3909	 0.613	 5166	 4101	 0.801	Simbad	286.955750	+46.936619
10002261	 3805	  392	 3862	  593	 2.04e-10	 2.65e-11	 0.865	 0.297	 0.700	11010	1000	0	 3805	 3862	 0.865	     	     	      	Simbad	287.559720	+46.957085
10004546	 6197	  367	 5432	  784	 4.58e-11	 2.80e-12	 0.611	 0.196	 0.700	00010	1100	1	 6205	 4805	 0.552	 6018	 6028	 0.880	Simbad	288.747010	+46.930740
10006096	 5402	  381	 5128	  747	 1.90e-11	 2.28e-12	 0.686	 0.245	 0.700	00010	1100	1	 5262	 5064	 0.818	 5424	 5175	 0.611	Simbad	289.499180	+46.928650
10007533	 7142	  397	 6932	  605	 1.95e-11	 2.54e-12	 0.947	 0.258	 0.937	00100	1110	2	 9394	 6961	 1.753	 7038	 6810	 0.674	Simbad	290.099520	+46.987179
10014536	 7484	  463	 6255	 1665	 8.58e-11	 7.41e-12	 0.547	 0.261	 0.700	11010	1000	1	 7484	 6255	 0.547	 7061	 7623	 0.792	Simbad	293.052120	+46.933510
10014830	 4916	  356	 4147	  576	 2.91e-11	 3.14e-12	 0.786	 0.262	 0.811	00000	1100	1	 5050	 4702	 0.658	 4763	 3953	 0.894	Simbad	293.176300	+46.922379
10015516	 5758	  429	 4670	  567	 1.32e-10	 2.01e-11	 1.295	 0.296	 0.714	00000	1000	2	 5758	 4670	 1.295	 5676	 4107	 0.777	Simbad	293.473630	+46.970402
10019399	 6496	  360	 4045	  613	 5.08e-11	 3.67e-12	 0.840	 0.191	 0.700	11010	1110	2	 6510	 3821	 0.895	 6188	 6007	 0.870	Simbad	294.916110	+46.944977
10019763	 5815	  537	 5330	  875	 1.77e-11	 2.31e-12	 0.795	 0.250	 0.700	00010	0110	2	 4658	 6218	 0.543	 5941	 4964	 0.799	Simbad	295.046390	+46.974590
10020247	 5681	  360	 5579	  582	 1.25e-11	 2.02e-12	 0.743	 0.261	 0.985	00000	1100	1	 5650	 5551	 0.794	 5702	 5626	 0.686	Simbad	295.234220	+46.941292
10020423	 5881	  352	 3985	  678	 1.97e-11	 1.70e-12	 0.355	 0.190	 0.433	00000	1100	1	 5873	 3876	 0.323	 5982	 4378	 0.458	Simbad	295.297910	+46.920471
10024144	 6634	  370	 4324	  613	 1.29e-11	 1.80e-12	 0.937	 0.178	 0.700	00010	1111	3	 6738	 4022	 1.081	 6138	 5631	 0.746	Simbad	296.582210	+46.959728
10026136	 6630	  519	 6006	  845	 1.35e-11	 1.98e-12	 0.779	 0.240	 0.955	00000	1100	1	 6724	 5673	 0.879	 6561	 6359	 0.705	Simbad	297.172030	+46.953949
10026457	 5239	  380	 5154	  618	 1.71e-11	 2.31e-12	 0.793	 0.260	 0.987	00000	1100	1	 5236	 5109	 0.731	 5251	 5214	 0.848	Simbad	297.259310	+46.989681
10028352	 6359	  430	 6098	  716	 4.15e-11	 3.94e-12	 0.814	 0.241	 0.700	00010	1100	1	 6301	 6118	 0.858	 6462	 6021	 0.754	Simbad	297.792240	+46.935829
10030778	 5868	  366	 5498	  631	 1.27e-11	 1.88e-12	 0.673	 0.225	 0.939	00000	1100	1	 5873	 5299	 0.728	 5865	 5601	 0.611	Simbad	298.506070	+46.948029
10030943	 6761	  354	 6727	  549	 7.14e-11	 6.94e-12	 0.676	 0.267	 0.997	00000	1000	2	 6761	 6727	 0.676	 6926	 6950	 0.965	Simbad	298.551790	+46.936829
10031409	 6207	  368	 6135	  560	 2.87e-11	 3.03e-12	 0.915	 0.242	 0.988	00000	1100	1	 6161	 6089	 0.933	 6253	 6191	 0.891	Simbad	298.684840	+46.949970
10031808	 7511	  350	 5849	  543	 1.61e-10	 1.72e-12	 0.780	 0.150	 0.737	11001	1100	1	 7520	 5912	 0.787	 7504	 5800	 0.774	Simbad	298.797580	+46.930244
10032392	 6344	  381	 6252	  613	 2.53e-11	 2.63e-12	 0.748	 0.235	 0.990	00000	1100	1	 6286	 6167	 0.702	 6452	 6334	 0.782	Simbad	298.975220	+46.904911
10032935	 5970	  389	 5870	  648	 1.99e-11	 2.23e-12	 0.726	 0.231	 0.993	00000	1100	1	 5885	 5255	 0.793	 5986	 5989	 0.651	Simbad	299.140560	+46.999260
10033279	 6094	  376	 5094	  612	 3.72e-11	 3.14e-12	 1.095	 0.206	 0.700	00010	1100	1	 6213	 4928	 1.233	 5776	 5697	 0.782	Simbad	299.247500	+46.951908
10063044	 9459	  383	 3545	  541	 1.58e-11	 1.90e-12	 2.083	 0.152	 0.723	00000	1100	1	 9619	 3540	 2.096	 8638	 5694	 1.019	Simbad	286.290770	+47.076221
10068030	 5352	  405	 4961	  891	 2.22e-11	 3.21e-12	 0.639	 0.332	 0.700	00010	0100	1	 5301	 4888	 0.555	 5352	 4961	 0.639	Simbad	288.849030	+47.021969
10068383	 4995	  403	 4669	  682	 1.66e-11	 2.26e-12	 0.790	 0.256	 0.700	00010	1100	1	 4932	 4765	 0.841	 5027	 4559	 0.746	Simbad	289.005800	+47.040421
10068795	 8444	  624	 8093	  941	 3.36e-11	 4.03e-12	 1.008	 0.265	 0.700	11010	1100	1	 8261	 8106	 0.801	10162	 8085	 1.106	Simbad	289.203340	+47.005684
10068919	 6277	  469	 5947	  784	 2.88e-11	 3.13e-12	 0.730	 0.259	 0.700	00010	1100	1	 5707	 5820	 0.939	 6328	 6218	 0.623	Simbad	289.264160	+47.005989
10074700	 5382	  360	 4278	  587	 2.80e-11	 2.57e-12	 0.803	 0.218	 0.775	00000	0110	2	 5084	 4248	 0.728	 5403	 4263	 0.834	Simbad	291.626190	+47.081230
10074939	 4893	  363	 4779	  605	 1.72e-11	 2.22e-12	 0.758	 0.250	 1.012	00000	1010	2	 4500	 4429	 0.896	 4732	 4862	 0.781	Simbad	291.720030	+47.010319
10084115	 5859	  358	 5705	  564	 1.49e-11	 2.08e-12	 0.745	 0.243	 0.975	00000	1100	1	 5891	 5727	 0.745	 5808	 5669	 0.744	Simbad	295.251190	+47.002411
10090246	 5842	  353	 3623	  546	 3.65e-11	 2.69e-12	 1.070	 0.166	 0.811	00000	1100	1	 5843	 3599	 1.084	 5814	 4868	 0.758	Simbad	297.218750	+47.027512
10090722	13906	  722	14102	 1273	 1.52e-11	 2.00e-12	 0.857	 0.219	 0.700	10010	1110	2	13743	14201	 0.634	13698	14066	 0.701	Simbad	297.358120	+47.038071
10091110	 6588	  390	 5226	  696	 1.47e-11	 1.89e-12	 0.800	 0.208	 0.700	00010	1110	2	 6703	 4787	 0.912	 6242	 6078	 0.622	Simbad	297.466310	+47.023232
10091257	 5908	  358	 5714	  548	 4.82e-11	 4.32e-12	 0.949	 0.228	 0.961	00000	1100	1	 5907	 5700	 0.887	 5910	 5724	 1.000	Simbad	297.509860	+47.054489
10092506	 6881	  863	 6242	  998	 6.79e-11	 5.48e-12	 1.023	 0.217	 0.700	00010	1000	1	 6881	 6242	 1.023	 7194	 6317	 0.823	Simbad	297.845760	+47.072338
10095469	 6824	  359	 3721	  549	 2.00e-11	 1.88e-12	 0.947	 0.171	 0.695	00000	1110	2	 6857	 3622	 1.069	 6707	 4576	 0.610	Simbad	298.705870	+47.034801
10095512	 6264	  362	 5214	  552	 4.07e-11	 3.42e-12	 0.725	 0.232	 0.824	00100	1110	2	 6187	 5122	 0.670	 6375	 5322	 0.864	Simbad	298.716550	+47.014519
10096019	 7140	  450	 6841	  859	 2.60e-11	 2.98e-12	 0.709	 0.270	 0.700	00010	0110	2	 8425	 7681	 0.821	 7285	 6903	 0.710	Simbad	298.853240	+47.082790
10096864	 6184	  366	 4189	  586	 1.20e-11	 1.80e-12	 1.188	 0.173	 0.700	00010	1100	1	 6271	 4148	 1.263	 6109	 4279	 0.884	Simbad	299.073850	+47.079941
10119517	 6564	  350	 6460	  541	 1.41e-10	 3.00e-12	 0.655	 0.156	 0.977	00001	1100	1	 6576	 6432	 0.613	 6543	 6483	 0.699	Simbad	281.481080	+47.122681
10123627	 4662	  354	 4569	  548	 2.28e-11	 2.26e-12	 0.753	 0.217	 0.978	00000	1110	2	 4651	 4582	 0.946	 4641	 4495	 0.633	Simbad	283.937440	+47.149681
10128961	 5654	  364	 5176	  584	 1.46e-11	 1.93e-12	 0.974	 0.207	 0.975	00000	1110	2	 5845	 4295	 1.129	 5607	 5476	 0.796	Simbad	286.579500	+47.131390
10129482	 4935	  351	 3647	  545	 1.86e-11	 1.72e-12	 0.636	 0.175	 0.726	00000	1110	2	 4911	 3626	 0.668	 4983	 3666	 0.683	Simbad	286.840360	+47.173309
10135584	 6577	  369	 6535	  698	 2.22e-11	 2.38e-12	 0.727	 0.221	 1.009	00000	1100	1	 6534	 5468	 0.747	 6649	 6670	 0.678	Simbad	289.713130	+47.131802
10148799	 5597	  363	 5245	  567	 1.61e-11	 2.08e-12	 0.810	 0.229	 0.930	00000	1100	1	 5566	 5207	 0.839	 5619	 5302	 0.767	Simbad	294.694310	+47.166340
