KIC	T1	e_T1	T2	e_T2	R1/D	e_R1/D	R2/R1	e_R2/R1	T2/T1	Qual	Src	KIS	T1j	T2j	R2/R1j	T1k1	T2k1	R2/R1k1	Simbad	_RA	_DE
 3344427	 5143	  359	 4149	  566	 2.06e-11	 2.11e-12	 0.969	 0.201	 0.899	00000	1100	1	 5115	 3755	 1.009	 5218	 4581	 0.848	Simbad	292.002380	+38.435200
 3345675	 4071	  355	 4041	  554	 2.96e-11	 3.23e-12	 0.747	 0.263	 0.700	00010	1100	1	 4056	 4046	 0.797	 4099	 4029	 0.700	Simbad	292.300690	+38.402142
 3347485	 6445	  375	 4238	  587	 4.25e-11	 3.07e-12	 1.261	 0.173	 0.700	00010	1100	1	 6419	 4154	 1.180	 6931	 4492	 1.520	Simbad	292.779720	+38.448551
 3348093	 4416	  357	 3830	  556	 1.93e-11	 2.32e-12	 1.013	 0.225	 0.898	00000	1100	1	 4556	 3739	 1.202	 4346	 4077	 0.665	Simbad	292.925320	+38.480991
 3351945	 4969	  352	 3666	  571	 3.33e-11	 1.92e-12	 0.589	 0.180	 0.334	00000	1100	1	 4957	 3636	 0.593	 5003	 3781	 0.582	Simbad	293.884460	+38.445721
 3352751	10393	  390	 5348	  575	 1.80e-11	 1.74e-12	 1.829	 0.155	 0.663	00000	1110	2	10191	 5156	 1.552	12053	 5672	 2.042	Simbad	294.071870	+38.426922
 3353233	 4714	  353	 4482	  579	 2.04e-11	 2.19e-12	 0.583	 0.234	 0.938	00000	1100	1	 4667	 4345	 0.550	 4757	 4549	 0.651	Simbad	294.192320	+38.439510
 3354616	 5233	  369	 5051	  684	 1.48e-11	 2.03e-12	 0.668	 0.240	 0.700	00010	1100	1	 5146	 5045	 0.714	 5299	 5059	 0.624	Simbad	294.527650	+38.424011
 3427776	 5693	  365	 4215	  589	 1.91e-11	 2.16e-12	 0.504	 0.260	 0.731	00000	0100	1	 3533	 3531	 0.847	 5693	 4215	 0.504	Simbad	286.452580	+38.538342
 3428468	 4250	  379	 4112	  589	 2.36e-11	 2.46e-12	 0.811	 0.230	 0.700	00010	1100	1	 4250	 4071	 0.776	 4250	 4148	 0.856	Simbad	286.723360	+38.595661
 3431321	11721	  538	 9787	  847	 4.07e-11	 6.03e-12	 0.728	 0.366	 0.807	10000	1000	2	11721	 9787	 0.728	11999	 9803	 0.650	Simbad	287.774540	+38.504002
 3437778	 7483	  756	 7585	 1034	 9.07e-12	 1.96e-12	 0.853	 0.298	 0.700	00010	1100	1	 8797	 7693	 1.261	 7286	 7299	 0.731	Simbad	289.799710	+38.560928
 3437800	 6530	  368	 6487	  640	 2.36e-11	 2.62e-12	 0.810	 0.236	 1.002	00000	1100	1	 6514	 6016	 0.757	 6583	 6552	 0.860	Simbad	289.804230	+38.560829
 3439031	 6628	  358	 6631	  610	 7.74e-11	 9.23e-12	 0.631	 0.319	 1.007	00000	1000	2	 6628	 6631	 0.631	 6711	 6718	 0.900	Simbad	290.132690	+38.513680
 3439180	 6034	  355	 5814	  547	 2.40e-11	 2.31e-12	 0.876	 0.211	 0.966	00000	1110	2	 6013	 5139	 0.906	 6020	 5797	 0.794	Simbad	290.169010	+38.539162
 3440230	10298	  664	 3554	 1000	 1.65e-11	 1.82e-12	 2.087	 0.330	 0.591	00101	1100	1	10797	 5218	 1.781	 9667	 3534	 2.369	Simbad	290.471250	+38.528561
 3441784	 9117	 2140	 7588	 1120	 8.13e-11	 1.21e-11	 1.292	 0.289	 0.700	11010	1000	1	 9117	 7588	 1.292	 8792	 7609	 1.234	Simbad	290.944370	+38.538868
 3442054	 6615	  396	 5346	  905	 5.55e-11	 5.06e-12	 0.637	 0.259	 0.443	00000	1100	1	 6666	 5660	 0.950	 6594	 4794	 0.526	Simbad	291.018800	+38.569859
 3443519	 6263	  386	 5539	  765	 7.86e-11	 7.95e-12	 0.624	 0.284	 0.938	00000	1000	2	 6263	 5539	 0.624	 6163	 5782	 0.701	Simbad	291.406980	+38.567940
 3448245	 6536	  371	11613	  896	 6.80e-11	 1.79e-12	 0.203	 0.155	 0.844	00000	1000	1	 6536	11613	 0.203	 7369	 6217	 0.741	Simbad	292.618620	+38.524860
 3449540	 6591	  366	 6575	  639	 2.10e-11	 2.22e-12	 0.702	 0.219	 1.004	00000	1100	1	 6549	 6354	 0.730	 6663	 6663	 0.659	Simbad	292.936950	+38.593071
 3454864	 6308	  426	 5741	  688	 2.86e-11	 3.04e-12	 0.800	 0.249	 0.893	00000	0110	2	 6383	 5684	 0.728	 6279	 5603	 0.714	Simbad	294.221710	+38.531139
 3458919	 6236	  434	 4214	  579	 2.82e-11	 3.95e-12	 1.962	 0.173	 0.922	00000	0100	1	 6075	 5614	 0.797	 6236	 4214	 1.962	Simbad	295.140290	+38.597542
 3459199	 4877	  534	 5103	  773	 2.22e-10	 2.48e-11	 0.905	 0.279	 0.700	00010	1000	0	 4877	 5103	 0.905	     	     	      	Simbad	295.202880	+38.519550
 3530668	 6310	  384	 4820	  886	 2.89e-11	 2.80e-12	 0.673	 0.236	 0.700	11010	1100	1	 6287	 4466	 0.682	 6390	 5366	 0.662	Simbad	287.039670	+38.640308
 3532985	 4712	  351	 4658	  556	 1.67e-10	 1.01e-11	 0.659	 0.209	 0.700	00010	1111	3	 4694	 4626	 0.749	 4765	 4729	 0.715	Simbad	287.915160	+38.640781
 3534118	 5944	  389	 5882	  789	 2.83e-11	 2.31e-12	 0.622	 0.204	 0.700	00010	1110	2	 5807	 5758	 0.729	 5953	 6048	 0.491	Simbad	288.327850	+38.627621
 3542573	 5890	  356	 5820	  557	 6.19e-11	 4.54e-12	 0.720	 0.217	 0.984	00000	1110	2	 5869	 5814	 0.790	 5925	 5829	 0.730	Simbad	290.859250	+38.633808
 3542574	 6180	 1605	 5745	 1696	 2.23e-09	 1.31e-09	 0.801	 0.332	 0.908	11000	1000	0	 6180	 5745	 0.801	     	     	      	Simbad	290.859310	+38.636593
 3543270	 5690	  356	 4491	  596	 1.91e-11	 1.91e-12	 0.625	 0.196	 0.769	00000	1100	1	 5698	 4490	 0.698	 5678	 4491	 0.557	Simbad	291.057620	+38.645340
 3544694	 6235	  380	 5343	  609	 1.25e-11	 2.08e-12	 0.706	 0.281	 0.855	00000	0100	1	 6269	 5307	 0.855	 6235	 5343	 0.706	Simbad	291.446260	+38.639778
 3545476	 5954	  352	 5362	  540	 2.04e-11	 1.80e-12	 0.736	 0.171	 0.906	00001	1100	1	 5995	 5369	 0.816	 5927	 5351	 0.650	Simbad	291.663240	+38.644039
 3547091	 5557	  484	 5369	  922	 1.63e-11	 2.24e-12	 0.725	 0.260	 0.700	00010	0110	3	 6023	 4776	 1.524	 5573	 5366	 0.761	Simbad	292.078490	+38.631481
 3547111	 6670	  414	 6685	  668	 1.85e-11	 1.98e-12	 0.803	 0.198	 0.700	00010	1111	3	 6520	 6903	 0.797	 6649	 6610	 0.777	Simbad	292.083860	+38.675018
 3547315	 5498	  400	 5109	  675	 1.09e-11	 2.15e-12	 0.778	 0.319	 0.946	00000	0100	1	 6309	 6025	 0.719	 5498	 5109	 0.778	Simbad	292.137330	+38.602348
 3547874	 6564	  600	 6578	 1012	 8.46e-11	 1.15e-11	 0.788	 0.340	 0.700	00010	1000	2	 6564	 6578	 0.788	 6874	 5941	 0.727	Simbad	292.282900	+38.665710
 3549994	 6011	  371	 5970	  599	 1.16e-11	 1.95e-12	 0.778	 0.253	 0.976	00000	1100	1	 5966	 5976	 0.698	 6065	 5966	 0.880	Simbad	292.823910	+38.622662
 3556229	 7680	  491	 5687	  754	 3.19e-12	 1.69e-12	 0.751	 0.316	 0.742	11000	0100	1	 7412	 5380	 0.977	 7680	 5687	 0.751	Simbad	294.351960	+38.604702
 3557421	 5435	  354	 5204	  541	 2.11e-10	 8.13e-12	 0.792	 0.169	 0.952	11001	1110	2	 5411	 5174	 0.728	 5501	 5238	 0.764	Simbad	294.634920	+38.626911
 3558822	 6416	  467	 5816	  598	 5.19e-11	 1.10e-09	 0.816	 0.150	 0.846	00001	1100	1	 6370	 5740	 0.824	 6989	 6255	 0.804	Simbad	294.944310	+38.630089
 3558981	 5467	  358	 5353	  555	 3.70e-11	 2.74e-12	 0.698	 0.206	 0.700	11010	1110	2	 5349	 5353	 0.986	 5492	 5369	 0.564	Simbad	294.977450	+38.678352
 3560212	 5721	  355	 5795	  583	 1.37e-11	 2.12e-12	 0.710	 0.275	 1.002	00000	1100	1	 5646	 6054	 0.825	 5758	 5780	 0.642	Simbad	295.247010	+38.648102
 3633901	 7988	  466	 6574	  863	 1.22e-11	 1.95e-12	 0.833	 0.241	 0.858	00000	0110	2	 7378	 6274	 0.802	 8019	 6484	 0.815	Simbad	287.917630	+38.787331
 3641446	 7260	  351	 7379	  541	 2.57e-10	 3.64e-12	 0.718	 0.152	 0.981	11101	1100	1	 7290	 7352	 0.744	 7236	 7406	 0.690	Simbad	290.246520	+38.789944
 3644542	 9321	  350	 9066	  552	 1.73e-10	 9.23e-12	 0.728	 0.190	 0.966	00001	1100	1	 9312	 9176	 0.862	 9327	 8947	 0.630	Simbad	291.170590	+38.765209
 3654950	 5388	  361	 5383	  564	 1.40e-11	 2.07e-12	 0.783	 0.252	 1.010	00000	1100	1	 5344	 5363	 0.880	 5450	 5483	 0.694	Simbad	293.832890	+38.736340
 3655326	 6796	  670	 6242	  927	 1.95e-11	 3.37e-12	 0.831	 0.321	 0.899	00000	0100	1	 6580	 5769	 0.668	 6796	 6242	 0.831	Simbad	293.925290	+38.738979
 3656322	 5686	  360	 4808	  553	 4.81e-11	 3.73e-12	 1.039	 0.201	 0.929	00000	1100	1	 5790	 4683	 1.183	 5615	 5101	 0.781	Simbad	294.160280	+38.767429
 3659940	 5928	  375	 4641	  677	 1.73e-11	 1.97e-12	 0.876	 0.204	 0.700	00010	1100	1	 6073	 4405	 1.042	 5678	 5488	 0.583	Simbad	295.004640	+38.775478
 3662635	 6065	  380	 5255	  618	 1.92e-11	 2.42e-12	 0.863	 0.256	 0.942	00000	1000	0	 6065	 5255	 0.863	     	     	      	Simbad	295.569340	+38.726059
 3729724	 5845	  503	 5820	  963	 5.56e-11	 7.70e-12	 0.821	 0.320	 0.700	11010	1000	1	 5845	 5820	 0.821	 6166	 5752	 0.826	Simbad	285.655550	+38.850513
 3730067	 4031	  423	 3695	  706	 5.18e-11	 7.19e-12	 0.668	 0.295	 0.858	00001	1100	1	 4160	 3610	 0.913	 3685	 4521	 0.405	Simbad	285.807830	+38.894829
 3732732	 6303	  359	 6222	  561	 2.80e-11	 2.44e-12	 0.808	 0.205	 0.989	00000	1110	2	 6119	 6019	 0.821	 6419	 6365	 0.692	Simbad	286.880460	+38.892948
 3734660	 6337	  367	 5793	  953	 4.25e-11	 2.90e-12	 0.536	 0.218	 0.700	00010	1100	1	 6336	 5151	 0.489	 6348	 6203	 0.634	Simbad	287.623810	+38.855381
 3735597	 7234	  407	 6265	  725	 4.47e-11	 5.50e-12	 0.673	 0.319	 0.893	00000	1000	1	 7234	 6265	 0.673	 7563	 6807	 0.883	Simbad	287.974400	+38.842419
 3735629	 5154	  354	 4410	  558	 1.75e-11	 2.01e-12	 0.565	 0.228	 0.840	00000	1100	1	 5118	 4372	 0.528	 5200	 4445	 0.604	Simbad	287.987950	+38.891750
 3743834	 5079	  353	 4846	  570	 3.69e-11	 3.31e-12	 0.682	 0.232	 0.944	00000	1100	1	 5004	 4417	 0.716	 5131	 4928	 0.615	Simbad	290.546170	+38.872601
 3745184	 4091	  361	 5453	  550	 3.08e-11	 1.76e-12	 0.545	 0.160	 0.860	00000	1011	3	 4002	 5427	 0.540	 5493	 4250	 1.560	Simbad	290.954190	+38.874191
 3749404	 7684	  620	 7058	 1479	 7.92e-11	 1.08e-11	 0.717	 0.345	 0.700	00010	1000	2	 7684	 7058	 0.717	 8171	 6716	 0.656	Simbad	292.079530	+38.837090
 3749508	 6279	  402	 5779	  807	 3.75e-11	 2.77e-12	 0.644	 0.207	 0.700	00010	1110	2	 6324	 5379	 0.699	 6288	 5942	 0.680	Simbad	292.105900	+38.836220
 3756730	 5876	  387	 5791	  609	 2.16e-11	 2.59e-12	 0.758	 0.248	 0.984	00000	0110	2	 4541	 7402	 0.342	 5884	 5810	 0.751	Simbad	293.934970	+38.867249
 3757588	 5763	  366	 4428	  612	 2.00e-11	 2.33e-12	 0.998	 0.224	 0.736	00000	1000	2	 5763	 4428	 0.998	 3527	 3548	 0.608	Simbad	294.143400	+38.893162
 3757590	 6106	  378	 6116	  631	 2.83e-11	 2.59e-12	 0.742	 0.221	 0.700	00010	1110	2	 5946	 6125	 0.917	 6185	 5955	 0.636	Simbad	294.143710	+38.877392
 3757778	 5797	  357	 5343	  728	 1.61e-11	 2.02e-12	 0.589	 0.238	 0.454	00000	1110	2	 5713	 5407	 0.631	 5892	 4895	 0.455	Simbad	294.196290	+38.837120
 3765708	 7058	  380	 6922	  614	 1.25e-11	 1.99e-12	 0.763	 0.250	 0.990	00000	1100	1	 7025	 6899	 0.829	 7076	 6962	 0.716	Simbad	295.927860	+38.848789
 3765771	 6498	  436	 5595	  974	 2.25e-11	 2.55e-12	 0.675	 0.252	 0.700	00010	1100	1	 6385	 5217	 0.638	 6677	 6049	 0.713	Simbad	295.940550	+38.876389
 3766353	 6893	  383	 5930	  611	 2.17e-11	 2.64e-12	 0.838	 0.261	 0.862	00100	1100	1	 6836	 5874	 0.844	 7108	 6060	 0.833	Simbad	296.053770	+38.894260
 3830820	 3796	  365	 3712	  566	 4.28e-11	 6.06e-12	 0.733	 0.329	 0.588	00000	0100	1	 3920	 3777	 0.623	 3796	 3712	 0.733	Simbad	284.620240	+38.969501
 3832382	 4504	  353	 4326	  558	 2.26e-11	 2.30e-12	 0.665	 0.225	 0.938	00000	1100	1	 4438	 4186	 0.626	 4645	 4439	 0.714	Simbad	285.246060	+38.983311
 3832716	 6483	  372	 4041	  565	 3.01e-11	 2.64e-12	 1.567	 0.168	 0.827	00000	1100	1	 6438	 3859	 1.648	 6521	 5124	 0.832	Simbad	285.394040	+38.904911
 3833859	 6225	  368	 6297	  611	 6.15e-11	 5.71e-12	 0.578	 0.267	 1.003	00000	1000	1	 6225	 6297	 0.578	 6440	 6413	 0.759	Simbad	285.873870	+38.903881
 3834364	 6141	  380	 4877	  602	 1.85e-11	 2.46e-12	 1.113	 0.241	 0.597	00000	1000	0	 6141	 4877	 1.113	     	     	      	Simbad	286.072200	+38.972229
 3836439	 8456	  764	 6039	  864	 2.89e-10	 3.83e-11	 0.796	 0.321	 0.716	00000	1000	0	 8456	 6039	 0.796	     	     	      	Simbad	286.948430	+38.928219
 3837677	 5777	  362	 5700	  577	 1.39e-11	 1.86e-12	 0.769	 0.205	 0.989	00000	1110	2	 5720	 5619	 0.797	 5799	 5730	 0.821	Simbad	287.427950	+38.918560
 3838496	 5437	  364	 5019	  583	 5.45e-12	 1.72e-12	 0.759	 0.253	 0.922	11000	1100	1	 5346	 4981	 0.801	 5483	 5061	 0.725	Simbad	287.752380	+38.929794
 3839964	 5707	  361	 5517	  574	 2.23e-11	 2.54e-12	 0.807	 0.242	 0.962	00000	1100	1	 5700	 5484	 0.829	 5715	 5564	 0.791	Simbad	288.293910	+38.978081
 3846515	 6497	  391	 5709	  796	 3.90e-11	 3.37e-12	 0.706	 0.230	 0.700	00010	1110	2	 6516	 5473	 0.676	 6443	 5864	 0.644	Simbad	290.330260	+38.917721
 3848042	 6618	  367	 6596	  716	 1.44e-11	 2.07e-12	 0.665	 0.254	 0.997	00000	1100	1	 6589	 6501	 0.588	 6748	 6677	 0.722	Simbad	290.803920	+38.952980
 3848919	 5693	  361	 5001	  552	 2.83e-11	 2.47e-12	 1.156	 0.191	 0.977	00000	1110	2	 5980	 4714	 1.324	 5558	 5395	 0.849	Simbad	291.056340	+38.974411
 3848972	 5543	  352	 5475	  547	 2.49e-11	 2.60e-12	 0.676	 0.241	 0.987	00000	1100	1	 5507	 5432	 0.654	 5577	 5507	 0.701	Simbad	291.071260	+38.999039
 3849155	 5516	  359	 5463	  681	 3.35e-11	 3.11e-12	 0.575	 0.251	 0.700	00010	1100	1	 5449	 5323	 0.519	 5608	 5555	 0.674	Simbad	291.127990	+38.914688
 3850086	 6461	  918	 5520	 1482	 7.42e-11	 1.01e-11	 0.855	 0.350	 0.700	00010	1000	1	 6461	 5520	 0.855	 7110	 5882	 0.816	Simbad	291.397490	+38.964722
 3851193	 6627	  369	 4948	  780	 2.90e-11	 2.20e-12	 0.549	 0.203	 0.620	00000	1110	2	 6532	 4691	 0.454	 6845	 4871	 0.637	Simbad	291.709630	+38.921360
 3851320	10267	  424	 9780	 1000	 1.28e-11	 1.79e-12	 0.641	 0.198	 0.700	00010	1111	3	10130	 8683	 0.491	10416	10248	 0.797	Simbad	291.743990	+38.987179
 3851949	 5023	  353	 4706	  659	 4.47e-11	 4.39e-12	 0.568	 0.278	 0.678	00000	1100	1	 4990	 4741	 0.639	 5098	 4641	 0.518	Simbad	291.903350	+38.925861
 3853259	 4861	  353	 4858	  550	 4.20e-11	 3.49e-12	 0.758	 0.223	 1.005	00000	1100	1	 4707	 4417	 0.795	 4867	 4876	 0.703	Simbad	292.244750	+38.923149
 3853673	 5799	  407	 6003	  821	 1.72e-11	 2.13e-12	 0.638	 0.240	 0.700	00010	1100	1	 5615	 6192	 0.609	 5922	 5832	 0.704	Simbad	292.352870	+38.942471
 3858884	 7410	  350	 7261	  540	 1.53e-10	 4.23e-12	 0.774	 0.159	 0.948	11001	1100	1	 7396	 7270	 0.719	 7431	 7252	 0.823	Simbad	293.695430	+38.982792
 3861595	 6167	  459	 6128	  891	 7.26e-11	 1.21e-11	 0.770	 0.416	 0.700	00010	1000	2	 6167	 6128	 0.770	 6686	 5923	 0.724	Simbad	294.356540	+38.947380
 3862171	 6309	  452	 5950	  830	 2.79e-11	 2.88e-12	 0.747	 0.243	 0.700	00010	1100	1	 6151	 5992	 0.782	 6452	 5880	 0.695	Simbad	294.496980	+38.980068
 3862246	 5470	  356	 5508	  707	 2.14e-11	 2.45e-12	 0.600	 0.260	 0.700	00010	1100	1	 5428	 5417	 0.543	 5620	 5574	 0.669	Simbad	294.517460	+38.956341
 3865298	 5495	  355	 5436	  559	 2.24e-11	 2.53e-12	 0.743	 0.247	 0.969	00000	1100	1	 5450	 5361	 0.698	 5586	 5506	 0.817	Simbad	295.231960	+38.925919
 3867593	 6625	  416	10513	  857	 2.96e-11	 1.71e-12	 0.351	 0.163	 0.700	00010	1100	1	 6592	10703	 0.308	 7071	 7723	 0.639	Simbad	295.697510	+38.902000
 3869825	 7151	  475	 6397	  762	 2.81e-11	 2.93e-12	 0.831	 0.242	 0.835	00000	1100	1	 6828	 6358	 0.808	 7331	 6427	 0.872	Simbad	296.133910	+38.999008
 3935319	 5483	  356	 5246	  554	 1.48e-11	 2.42e-12	 0.722	 0.316	 0.954	00000	0100	1	 3550	 3550	 0.795	 5483	 5246	 0.722	Simbad	284.986080	+39.040501
 3936357	 6409	  350	 6366	  540	 5.43e-11	 2.72e-12	 0.721	 0.173	 0.996	00001	1100	1	 6402	 6359	 0.616	 6422	 6372	 0.789	Simbad	285.410860	+39.041149
 3938073	 6130	  356	 4576	  562	 5.68e-11	 2.77e-12	 0.489	 0.196	 0.735	00000	1100	1	 6102	 4499	 0.460	 6338	 4706	 0.595	Simbad	286.154210	+39.065708
 3953981	 5427	  356	 4088	  583	 6.65e-11	 3.99e-12	 0.962	 0.182	 0.935	00000	1100	1	 5436	 3792	 1.002	 5344	 4842	 0.785	Simbad	291.428190	+39.073780
 3954227	 4893	  352	 3656	  546	 1.85e-11	 1.81e-12	 1.321	 0.161	 0.700	00010	1100	1	 4921	 3637	 1.406	 4869	 3705	 0.947	Simbad	291.492860	+39.050152
 3954798	 9284	  392	 4187	  546	 1.38e-11	 1.82e-12	 2.524	 0.152	 0.702	00000	0111	3	 5246	 3792	 0.868	10120	 4127	 2.452	Simbad	291.651400	+39.038078
 3955866	 5424	  353	 5366	  590	 2.04e-11	 2.13e-12	 0.674	 0.218	 0.700	00010	1110	2	 5380	 5329	 0.637	 5729	 5384	 0.685	Simbad	291.929630	+39.067108
 3955867	 5147	  397	 4569	  570	 4.95e-11	 3.75e-12	 0.960	 0.209	 0.700	00010	1110	2	 5460	 4564	 1.146	 5219	 4371	 0.972	Simbad	291.930080	+39.072079
 3956545	 5737	  357	 5459	  570	 2.88e-11	 2.33e-12	 0.732	 0.202	 0.950	00000	1111	3	 6066	 5679	 0.758	 6298	 5178	 0.909	Simbad	292.092130	+39.047409
 3956881	 5704	  352	 5860	  542	 1.86e-11	 2.03e-12	 0.742	 0.209	 1.028	00000	1110	2	 5663	 5820	 0.776	 5721	 5879	 0.614	Simbad	292.178280	+39.075951
 3957477	 5781	  358	 5317	  564	 5.66e-11	 4.61e-12	 0.687	 0.235	 0.920	00000	1100	2	 5804	 5327	 0.809	 5760	 5297	 0.595	Simbad	292.343870	+39.069328
 3958488	 7715	  617	 7040	 1035	 2.52e-11	 3.07e-12	 0.970	 0.261	 0.984	00000	1100	2	 8530	 6395	 1.390	 7578	 7432	 0.772	Simbad	292.601560	+39.063221
 3964545	 5968	  452	 5870	  761	 1.92e-11	 2.34e-12	 0.817	 0.243	 0.700	00010	1100	1	 5878	 5833	 0.778	 6098	 5909	 0.865	Simbad	294.140010	+39.089870
 3965242	 5488	  449	 5333	  807	 3.08e-11	 4.54e-12	 0.761	 0.346	 0.700	00010	0100	1	 5204	 5320	 0.749	 5488	 5333	 0.761	Simbad	294.321290	+39.038872
 3966912	 5558	  357	 5559	  608	 1.57e-11	 1.95e-12	 0.708	 0.218	 0.700	00010	1111	3	 5489	 5546	 0.787	 5526	 5456	 0.624	Simbad	294.740540	+39.015511
 3969362	 7236	  374	 6397	  592	 1.78e-11	 2.41e-12	 0.772	 0.269	 0.883	00000	1100	1	 7025	 6198	 0.739	 7595	 6704	 0.801	Simbad	295.311800	+39.054501
 3970117	 5702	  354	 4939	  756	 1.87e-11	 2.03e-12	 0.465	 0.226	 0.619	00000	1110	2	 5627	 4577	 0.408	 5773	 5262	 0.595	Simbad	295.462010	+39.084389
 3970233	 5306	  355	 5325	  554	 2.98e-11	 2.72e-12	 0.818	 0.223	 0.700	00010	1110	2	 5249	 5144	 0.713	 5348	 5344	 0.946	Simbad	295.481870	+39.017288
 3972629	 5640	  434	 4411	  614	 2.01e-11	 2.34e-12	 1.236	 0.214	 0.917	00000	1100	1	 5968	 4403	 1.507	 5459	 4452	 0.918	Simbad	295.933010	+39.024879
 3973002	 6255	  361	 5804	  577	 1.71e-11	 2.13e-12	 0.748	 0.233	 0.952	00000	1100	1	 6175	 5632	 0.767	 6304	 5912	 0.731	Simbad	296.002110	+39.000511
 3973504	 6588	  414	 4644	  615	 1.23e-11	 2.09e-12	 0.937	 0.280	 0.716	00000	0010	2	 5952	 4297	 0.892	 5835	 4213	 0.820	Simbad	296.095060	+39.055439
 3973549	 5824	  428	 7063	  741	 2.32e-11	 2.18e-12	 0.611	 0.210	 0.700	00010	1010	2	 5658	 7415	 0.552	 6299	 5670	 0.818	Simbad	296.103610	+39.056221
 4035675	 6195	  359	 3781	  564	 5.09e-11	 2.38e-12	 0.884	 0.183	 0.559	00000	1110	2	 6008	 4129	 0.674	 6335	 3781	 1.069	Simbad	284.624630	+39.178780
 4036687	 6642	  387	 5674	 1082	 1.35e-11	 1.95e-12	 0.655	 0.235	 0.700	00010	1100	1	 6652	 5527	 0.599	 6560	 5858	 0.717	Simbad	284.955930	+39.144630
 4037163	 4610	  444	 4636	  621	 9.29e-12	 2.17e-12	 0.814	 0.308	 0.994	11000	0100	2	 4568	 4554	 0.777	 4610	 4636	 0.814	Simbad	285.080140	+39.183899
 4037428	 6230	  401	 5458	  885	 4.39e-11	 3.36e-12	 0.652	 0.218	 0.700	00010	1100	1	 6239	 5290	 0.580	 6134	 5716	 0.876	Simbad	285.144960	+39.186989
 4042026	 5102	  352	 3788	  602	 2.50e-11	 1.89e-12	 0.522	 0.188	 0.561	00000	1100	1	 5088	 3733	 0.574	 5123	 3904	 0.426	Simbad	286.869260	+39.103729
 4043443	 4343	  356	 4328	  552	 3.19e-11	 3.35e-12	 0.863	 0.246	 1.011	00000	1100	1	 4329	 4329	 0.843	 4391	 4322	 0.880	Simbad	287.402440	+39.190731
 4044005	 6297	  480	 6353	  943	 4.99e-11	 7.31e-12	 0.745	 0.363	 0.700	11010	1000	1	 6297	 6353	 0.745	 6334	 6593	 0.835	Simbad	287.616330	+39.127239
 4049124	 5729	  355	 3896	  574	 2.55e-11	 1.86e-12	 0.702	 0.197	 0.447	00000	1100	1	 5836	 4480	 0.983	 5704	 3714	 0.539	Simbad	289.314210	+39.131359
 4054905	 5069	  355	 4506	  559	 6.60e-11	 4.47e-12	 0.930	 0.201	 0.954	00000	1110	2	 5165	 4370	 1.119	 4953	 4751	 0.756	Simbad	290.918910	+39.169891
 4055092	 5375	  353	 3861	  560	 2.00e-11	 1.86e-12	 1.101	 0.163	 0.700	00010	1110	2	 5370	 3753	 1.145	 5365	 4071	 0.837	Simbad	290.980130	+39.186489
 4058169	 6231	  372	 5202	  803	 4.02e-11	 2.51e-12	 0.665	 0.197	 0.700	11010	1100	1	 6242	 4272	 0.639	 6160	 6079	 0.800	Simbad	291.847600	+39.143566
 4066203	 6826	  415	 6628	 1781	 2.36e-11	 2.72e-12	 0.579	 0.270	 0.700	00010	1100	1	 6726	 7034	 0.530	 7050	 6386	 0.645	Simbad	293.875610	+39.113762
 4067549	 6008	  351	 4420	  541	 1.60e-11	 1.65e-12	 0.846	 0.150	 0.700	00001	1100	1	 6032	 4397	 0.853	 5981	 4449	 0.837	Simbad	294.199710	+39.172379
 4069063	 6404	  364	 5633	  608	 3.35e-11	 2.82e-12	 0.787	 0.211	 0.918	00100	1100	1	 6369	 5308	 0.831	 6430	 5781	 0.723	Simbad	294.558440	+39.137650
 4069213	 6421	  366	 4163	  817	 5.37e-11	 3.01e-12	 0.521	 0.213	 0.577	00000	1100	1	 5975	 4618	 0.867	 6426	 4026	 0.370	Simbad	294.595700	+39.193748
 4070376	 6405	  389	 5353	  776	 1.51e-11	 2.00e-12	 0.659	 0.236	 0.773	00000	1100	1	 6296	 5099	 0.647	 6548	 5602	 0.669	Simbad	294.881810	+39.161072
 4071600	 7139	  370	 7050	  581	 2.34e-11	 2.20e-12	 0.768	 0.206	 0.979	11000	1111	3	 6822	 7020	 0.747	 7146	 7020	 0.786	Simbad	295.154080	+39.183880
 4073678	 5945	  398	 5290	  900	 1.60e-11	 1.94e-12	 0.633	 0.222	 0.700	00010	1100	1	 5940	 4824	 0.600	 5974	 5899	 0.693	Simbad	295.606630	+39.153252
 4074532	 5657	  361	 5492	  644	 4.07e-11	 3.56e-12	 0.700	 0.231	 0.972	00100	1100	1	 5660	 5497	 0.610	 5628	 5474	 0.766	Simbad	295.770290	+39.109982
 4074708	 5377	  357	 5244	  561	 1.76e-11	 2.24e-12	 0.768	 0.245	 0.956	00000	1100	1	 5376	 5267	 0.744	 5380	 5148	 0.790	Simbad	295.800420	+39.130482
 4075064	 4860	  358	 4482	  642	 2.76e-11	 2.79e-12	 0.594	 0.250	 0.751	00000	1100	1	 4796	 4482	 0.636	 4930	 4481	 0.557	Simbad	295.869260	+39.148201
 4076952	 6546	  363	 6521	  588	 2.67e-11	 2.60e-12	 0.756	 0.226	 0.990	00000	1100	1	 6519	 6466	 0.706	 6692	 6615	 0.831	Simbad	296.244840	+39.185139
 4077442	 4746	  365	 3586	  541	 5.58e-11	 3.66e-12	 0.905	 0.235	 0.939	00001	1100	1	 4706	 3648	 0.806	 4911	 3577	 1.168	Simbad	296.341400	+39.140560
